model,horizon,seed,mse_raw,mae_raw,mse_kwh2,mae_kwh,best_epoch,best_val_loss,elapsed_seconds
Transformer,90,42,176477.54047070237,329.8684976798358,49.02153901963954,5.49780829466393,5,0.37926527857780457,8.741779327392578
Transformer,90,52,184046.52569794774,338.27566603149893,51.12403491609661,5.637927767191648,22,0.3151390254497528,11.501741170883179
Transformer,90,62,183077.03215744722,343.70331737590595,50.854731154846455,5.728388622931767,10,0.29872265458106995,7.596383333206177
Transformer,90,72,201452.20875058643,353.3798035701547,55.9589468751629,5.889663392835913,18,0.30412501096725464,9.515289545059204
Transformer,90,82,222352.5509667192,382.2721625517659,61.764597490755335,6.3712027091960985,25,0.35502681136131287,11.14255666732788
