epoch,train_loss,val_loss,learning_rate,fusion_weight
1,0.805942084438117,0.5819942355155945,0.0003,0.5006599426269531
2,0.7474418504293575,0.5681856274604797,0.0003,0.5012530088424683
3,0.6999194058336953,0.5565452575683594,0.0003,0.5016765594482422
4,0.6572080462477928,0.5463578104972839,0.0003,0.5018807053565979
5,0.620281555855921,0.5375205874443054,0.0003,0.5018474459648132
6,0.5870679113291954,0.5289063453674316,0.0003,0.5015864968299866
7,0.558352858983269,0.5184525847434998,0.0003,0.5011332631111145
8,0.5345687914726346,0.5065480470657349,0.0003,0.5005376935005188
9,0.512699449247168,0.49029234051704407,0.0003,0.4998838007450104
10,0.4931231834167658,0.47377678751945496,0.0003,0.49918249249458313
11,0.4762632433296174,0.4591063857078552,0.0003,0.4984959363937378
12,0.46238175773805423,0.4482705295085907,0.0003,0.4978027045726776
13,0.4511159771634627,0.4396514594554901,0.0003,0.49712732434272766
14,0.440081889315169,0.4328782260417938,0.0003,0.49646487832069397
15,0.4315619923809702,0.4299493432044983,0.0003,0.49582046270370483
16,0.4251752461111823,0.42920488119125366,0.0003,0.49519798159599304
17,0.41693505875824033,0.4226309359073639,0.0003,0.4945831000804901
18,0.4123374075852623,0.427121102809906,0.0003,0.4939862787723541
19,0.404584747645282,0.43012580275535583,0.0003,0.4933762550354004
20,0.40196010539698046,0.43193838000297546,0.0003,0.4927578866481781
21,0.3962811330954234,0.4304943382740021,0.0003,0.49215003848075867
22,0.39213375458421634,0.4286484122276306,0.0003,0.49153077602386475
23,0.3904398492602415,0.4289683699607849,0.00015,0.49092504382133484
24,0.3858580219653226,0.4292592704296112,0.00015,0.4906194806098938
25,0.38609469191048496,0.42764073610305786,0.00015,0.49030089378356934
26,0.38298113055007404,0.42590415477752686,0.00015,0.4899629056453705
27,0.3810499846473221,0.42535802721977234,0.00015,0.48964887857437134
28,0.37912705171015837,0.42553019523620605,0.00015,0.48934242129325867
29,0.3787403732769249,0.42510414123535156,7.5e-05,0.48903897404670715
30,0.37699381256288333,0.4247073829174042,7.5e-05,0.48888400197029114
31,0.3761510227539743,0.424092173576355,7.5e-05,0.4887307584285736
32,0.3749895964482034,0.42369014024734497,7.5e-05,0.4885730743408203
33,0.37404059739999995,0.4230498969554901,7.5e-05,0.48841536045074463
34,0.373895443918169,0.42343559861183167,7.5e-05,0.4882625341415405
35,0.37236043002254277,0.4233776330947876,3.75e-05,0.4881112575531006
36,0.37260327690331513,0.42240485548973083,3.75e-05,0.4880334138870239
37,0.3728778535543486,0.42225995659828186,3.75e-05,0.48795437812805176
38,0.37157468393791554,0.4221811592578888,3.75e-05,0.4878726899623871
39,0.371179660392362,0.422055721282959,3.75e-05,0.487790584564209
40,0.37123279700907624,0.4219786524772644,3.75e-05,0.4877130687236786
41,0.3694242634052454,0.42202162742614746,3.75e-05,0.48763272166252136
42,0.36893689054851386,0.4219881296157837,3.75e-05,0.4875503480434418
43,0.3698967598205389,0.4217977523803711,3.75e-05,0.48746994137763977
44,0.368701063847357,0.4212225079536438,3.75e-05,0.48738640546798706
45,0.369837658118832,0.421075701713562,3.75e-05,0.4873080253601074
46,0.3692252044529878,0.4216713309288025,3.75e-05,0.48723483085632324
47,0.36931604609008906,0.42243656516075134,3.75e-05,0.4871630072593689
48,0.3675484326920768,0.42285650968551636,3.75e-05,0.48708561062812805
49,0.3682105679844701,0.4228624403476715,3.75e-05,0.48700666427612305
50,0.3686181170533794,0.4229855239391327,3.75e-05,0.4869314730167389
51,0.3672393354796624,0.42303475737571716,1.875e-05,0.4868510961532593
52,0.3673146704370661,0.42296603322029114,1.875e-05,0.4868120551109314
53,0.36603264845618905,0.42304152250289917,1.875e-05,0.4867725670337677
54,0.3653754515703334,0.4227582514286041,1.875e-05,0.4867337644100189
55,0.36621694694193757,0.42236563563346863,1.875e-05,0.4866925776004791
56,0.36551729006360667,0.42208170890808105,1.875e-05,0.48665156960487366
57,0.36638239765352054,0.4226692318916321,9.375e-06,0.48661330342292786
58,0.36550160018048544,0.42281052470207214,9.375e-06,0.4865936040878296
59,0.3653575011002001,0.42274338006973267,9.375e-06,0.4865732192993164
60,0.3642445458460224,0.42277541756629944,9.375e-06,0.48655301332473755
61,0.3646825297858364,0.4227343499660492,9.375e-06,0.48653146624565125
62,0.3654108065967412,0.42269477248191833,9.375e-06,0.48650968074798584
63,0.3636117436627085,0.4226476550102234,4.6875e-06,0.48648884892463684
64,0.36395143700200455,0.4226357340812683,4.6875e-06,0.4864787459373474
65,0.36484035110288815,0.4225943982601166,4.6875e-06,0.48646801710128784
