epoch,train_loss,val_loss,learning_rate,fusion_weight
1,0.8155698965091517,0.4113752245903015,0.0003,0.5016476511955261
2,0.6863750461304542,0.34833332896232605,0.0003,0.5023058652877808
3,0.6090960301975212,0.3166448175907135,0.0003,0.5017975568771362
4,0.5644415363226787,0.4232596158981323,0.0003,0.5011352896690369
5,0.5323716714830682,0.4759465754032135,0.0003,0.5007408261299133
6,0.5089499811724861,0.37007954716682434,0.0003,0.5005983710289001
7,0.48887417635115066,0.380189448595047,0.0003,0.5001893639564514
8,0.4753567057080788,0.5497011542320251,0.0003,0.49968549609184265
9,0.4666693378793131,0.3950731158256531,0.00015,0.49906298518180847
10,0.4583729408165016,0.3910886347293854,0.00015,0.4987405240535736
11,0.4530774251659318,0.42900052666664124,0.00015,0.4984772205352783
12,0.4533392863698525,0.40904563665390015,0.00015,0.4981114864349365
13,0.450761355385922,0.42804935574531555,0.00015,0.4977015256881714
14,0.4449069399644833,0.4183945655822754,0.00015,0.4973600506782532
15,0.44430017589342474,0.39600062370300293,7.5e-05,0.4968755543231964
16,0.43875818943033124,0.47312772274017334,7.5e-05,0.49666357040405273
17,0.43731855874014375,0.43759962916374207,7.5e-05,0.49651724100112915
18,0.43517956727802165,0.45284509658813477,7.5e-05,0.496369868516922
19,0.4365219559409831,0.4637766182422638,7.5e-05,0.4961306154727936
20,0.4353327491495869,0.4462660253047943,7.5e-05,0.4959164261817932
21,0.4316889932840177,0.46338748931884766,3.75e-05,0.4957459270954132
22,0.43293944945429813,0.4499926269054413,3.75e-05,0.4956267774105072
23,0.43190510143147837,0.4725054204463959,3.75e-05,0.495505154132843
