epoch,train_loss,val_loss,learning_rate,fusion_weight
1,0.8087878920311151,0.5946696996688843,0.0003,0.500648558139801
2,0.7481897223827451,0.5782679319381714,0.0003,0.5011993050575256
3,0.7016551466875298,0.5629447102546692,0.0003,0.5015794038772583
4,0.6584156599155692,0.5479686260223389,0.0003,0.501757800579071
5,0.6202936445095742,0.5304941534996033,0.0003,0.5016630291938782
6,0.5872930510099544,0.5120481252670288,0.0003,0.501301646232605
7,0.5575859357220257,0.49333247542381287,0.0003,0.5007438063621521
8,0.5332548276398533,0.47537240386009216,0.0003,0.5001038908958435
9,0.5089021387488343,0.45915138721466064,0.0003,0.49944236874580383
10,0.49043059164239455,0.44513800740242004,0.0003,0.4987405240535736
11,0.4740013399327448,0.43473103642463684,0.0003,0.4980698525905609
12,0.4599548019180002,0.4289199709892273,0.0003,0.497390478849411
13,0.44609027130659235,0.4255874454975128,0.0003,0.4967370927333832
14,0.43826346896415536,0.4228948950767517,0.0003,0.4960884749889374
15,0.42781358680059745,0.42266929149627686,0.0003,0.49547278881073
16,0.42251796569935113,0.4181191623210907,0.0003,0.4948228895664215
17,0.418028814155002,0.4206385016441345,0.0003,0.4942331314086914
18,0.4105816317159076,0.42366698384284973,0.0003,0.4936208128929138
19,0.40543162014133244,0.4240471422672272,0.0003,0.4930461347103119
20,0.4013030300306719,0.42542892694473267,0.0003,0.492446631193161
21,0.39635943349941755,0.4296494722366333,0.0003,0.49183109402656555
22,0.3913695632025253,0.4345991313457489,0.00015,0.4912358224391937
23,0.38808541450389594,0.43699994683265686,0.00015,0.49094027280807495
24,0.3856952451458273,0.4386744797229767,0.00015,0.49064794182777405
25,0.3842502026132835,0.43852946162223816,0.00015,0.49033936858177185
26,0.3816802695740101,0.43933942914009094,0.00015,0.49004557728767395
27,0.3795480723528899,0.44074344635009766,0.00015,0.4897286891937256
28,0.3780016333095787,0.43952494859695435,7.5e-05,0.4894077777862549
29,0.3769793237826621,0.4383682608604431,7.5e-05,0.4892490804195404
30,0.37671329716379326,0.4385451376438141,7.5e-05,0.48908570408821106
31,0.3766167963197989,0.43907713890075684,7.5e-05,0.4889277517795563
32,0.3748116532499476,0.43895888328552246,7.5e-05,0.48877108097076416
33,0.3735829559407493,0.43919670581817627,7.5e-05,0.4886130094528198
34,0.37382501710292904,0.43988996744155884,3.75e-05,0.4884536862373352
35,0.3736620462217996,0.440149188041687,3.75e-05,0.4883764684200287
36,0.3731775364672491,0.43982192873954773,3.75e-05,0.4882974326610565
