epoch,train_loss,val_loss,learning_rate,fusion_weight
1,0.8155849611405099,0.4442765712738037,0.0003,0.5017032027244568
2,0.6861173923652951,0.35654228925704956,0.0003,0.5024192929267883
3,0.6101748471212859,0.35400721430778503,0.0003,0.5021510720252991
4,0.5607878884466568,0.456384539604187,0.0003,0.5018519163131714
5,0.5237253927948451,0.37845578789711,0.0003,0.5016680955886841
6,0.4985892324164362,0.4525660276412964,0.0003,0.5014158487319946
7,0.4838939943526051,0.42316293716430664,0.0003,0.5011107921600342
8,0.4712027951632396,0.5183280110359192,0.0003,0.5005504488945007
9,0.46163000269691545,0.48283708095550537,0.00015,0.5000327229499817
10,0.4549698555233455,0.44501179456710815,0.00015,0.4997095465660095
11,0.45320612664269927,0.40892717242240906,0.00015,0.49939337372779846
12,0.445953227800898,0.4720611572265625,0.00015,0.49908971786499023
13,0.4435017666604259,0.46073368191719055,0.00015,0.4986705482006073
14,0.44062082484216974,0.4386617839336395,0.00015,0.4982556402683258
15,0.43535887073762347,0.4185236692428589,7.5e-05,0.49787893891334534
16,0.43763049492741574,0.4238012731075287,7.5e-05,0.4976208806037903
17,0.4345705037069793,0.4664872884750366,7.5e-05,0.4973748028278351
18,0.4322759792356208,0.4127431809902191,7.5e-05,0.49725502729415894
19,0.4311526972468537,0.4421996474266052,7.5e-05,0.49700409173965454
20,0.42889339794026743,0.41273367404937744,7.5e-05,0.49685126543045044
21,0.42998583659087075,0.4397508502006531,3.75e-05,0.4965868890285492
22,0.42671415091741205,0.4515042006969452,3.75e-05,0.4964834451675415
23,0.4285634021357735,0.43356558680534363,3.75e-05,0.4963761568069458
