epoch,train_loss,val_loss,learning_rate,fusion_weight
1,0.8082214053287062,0.5917102098464966,0.0003,0.5006575584411621
2,0.7471158532209174,0.5698623657226562,0.0003,0.5012291073799133
3,0.6976353701694992,0.5516611337661743,0.0003,0.5016812682151794
4,0.654459862283958,0.5345041751861572,0.0003,0.5019502639770508
5,0.6163424198017564,0.5171254873275757,0.0003,0.5019270777702332
6,0.5842794983886009,0.49817773699760437,0.0003,0.5016874670982361
7,0.5563482221706894,0.4770066440105438,0.0003,0.5012766122817993
8,0.5310378044612648,0.4565311074256897,0.0003,0.5007397532463074
9,0.5079408445099528,0.4387502372264862,0.0003,0.5001571774482727
10,0.4882781524066777,0.4223034977912903,0.0003,0.4995362162590027
11,0.474689407404079,0.4125175178050995,0.0003,0.49888455867767334
12,0.45861295212146846,0.405580997467041,0.0003,0.4982394278049469
13,0.4490271658860436,0.4032363295555115,0.0003,0.49760186672210693
14,0.4393036520296289,0.4016876816749573,0.0003,0.4969555139541626
15,0.43136380578196326,0.3989984393119812,0.0003,0.4962976276874542
16,0.42164043631664544,0.39732232689857483,0.0003,0.4956608712673187
17,0.417614012263542,0.40088436007499695,0.0003,0.4950638711452484
18,0.412259345830873,0.4024129807949066,0.0003,0.49450692534446716
19,0.40468179948570193,0.4042361378669739,0.0003,0.49393147230148315
20,0.3997542331385058,0.40579432249069214,0.0003,0.4933224618434906
21,0.39558524817459345,0.4054621458053589,0.0003,0.4927053451538086
22,0.39173480013544243,0.40535205602645874,0.00015,0.4920663833618164
23,0.38682248102602107,0.4085727035999298,0.00015,0.4917628765106201
24,0.3874467091504918,0.41129255294799805,0.00015,0.49143484234809875
25,0.38399619972983073,0.4130982458591461,0.00015,0.49109524488449097
26,0.38316517259723454,0.4149487614631653,0.00015,0.4907660484313965
27,0.3803488665310911,0.4165339767932892,0.00015,0.4904676675796509
28,0.3788024016128954,0.41409245133399963,7.5e-05,0.4901373088359833
29,0.3780670512554257,0.4153590500354767,7.5e-05,0.4899785816669464
30,0.37625867867654605,0.417192280292511,7.5e-05,0.48982277512550354
31,0.3755975310192552,0.41796261072158813,7.5e-05,0.4896613657474518
32,0.37451095313064814,0.41881030797958374,7.5e-05,0.48950454592704773
33,0.3728349030941956,0.41892334818840027,7.5e-05,0.48933613300323486
34,0.3728872265002524,0.41776326298713684,3.75e-05,0.48916977643966675
35,0.37327812600505444,0.41760119795799255,3.75e-05,0.4890854060649872
36,0.37170598881189215,0.4175405204296112,3.75e-05,0.4890000522136688
