epoch,train_loss,val_loss,learning_rate,fusion_weight
1,0.8233373436597314,0.4611853063106537,0.0003,0.5015814304351807
2,0.6933032032286767,0.3915044963359833,0.0003,0.5021767020225525
3,0.6106812434621377,0.4274675250053406,0.0003,0.5018717050552368
4,0.5618946192288162,0.4538135230541229,0.0003,0.5015791058540344
5,0.5266609185993081,0.447689414024353,0.0003,0.5013638734817505
6,0.5031344282745135,0.5058721899986267,0.0003,0.5012901425361633
7,0.4868627600740678,0.44014495611190796,0.0003,0.5008479952812195
8,0.47473719066912584,0.6024602055549622,0.00015,0.5001209378242493
9,0.4670147426647715,0.5129013061523438,0.00015,0.49983805418014526
10,0.46099310169125546,0.5224953889846802,0.00015,0.49958014488220215
11,0.45676844751480783,0.5695021748542786,0.00015,0.4992330074310303
12,0.4534443460478641,0.5006659626960754,0.00015,0.49895885586738586
13,0.45178189076999625,0.5261997580528259,0.00015,0.4985544979572296
14,0.4465099543628126,0.48306533694267273,7.5e-05,0.49817562103271484
15,0.44520599594210636,0.5459598898887634,7.5e-05,0.49797895550727844
16,0.44271405528087426,0.5325676202774048,7.5e-05,0.49776095151901245
17,0.44135008294983663,0.4912744462490082,7.5e-05,0.4975265562534332
18,0.44072941683306555,0.5040363669395447,7.5e-05,0.4973033368587494
19,0.44096229454078295,0.5433498620986938,7.5e-05,0.497121661901474
20,0.43599803435920487,0.513243556022644,3.75e-05,0.4968867897987366
21,0.4361226222302654,0.5164403319358826,3.75e-05,0.49677616357803345
22,0.4353899294787114,0.5040656924247742,3.75e-05,0.4967040419578552
