epoch,train_loss,val_loss,learning_rate
1,0.7460858101892,0.4447968602180481,0.0003
2,0.6280246536330422,0.40755853056907654,0.0003
3,0.5540526131592175,0.3814123868942261,0.0003
4,0.5145221860101907,0.4109102487564087,0.0003
5,0.49092714060651194,0.4239056706428528,0.0003
6,0.4801512348769915,0.3788226842880249,0.0003
7,0.4692462207657276,0.39560428261756897,0.0003
8,0.46136502405204394,0.3780921995639801,0.0003
9,0.45557265352494647,0.3765077590942383,0.0003
10,0.452200981650022,0.3850691020488739,0.0003
11,0.4485697699065256,0.3809906542301178,0.0003
12,0.44545930446964677,0.37740081548690796,0.0003
13,0.4419044810946625,0.3992252051830292,0.0003
14,0.439942475002591,0.39076775312423706,0.0003
15,0.4387987480305209,0.3875570595264435,0.00015
16,0.4321108374855306,0.37754228711128235,0.00015
17,0.43152475386562916,0.3700810372829437,0.00015
18,0.42915616442661475,0.3774421811103821,0.00015
19,0.4272446602878004,0.3764410614967346,0.00015
20,0.4286961558431682,0.37757399678230286,0.00015
21,0.4256551610951376,0.36793774366378784,0.00015
22,0.42523511565557803,0.3787761926651001,0.00015
23,0.4225386460818867,0.3634586036205292,0.00015
24,0.42291727809622737,0.3654734790325165,0.00015
25,0.4210971517137962,0.35502681136131287,0.00015
26,0.4193478208957332,0.375895231962204,0.00015
27,0.4179105749814817,0.360639750957489,0.00015
28,0.41839656204280284,0.3587297797203064,0.00015
29,0.4175497308225915,0.36603301763534546,0.00015
30,0.41512051667317307,0.36069464683532715,0.00015
31,0.4138025747667445,0.3725096881389618,7.5e-05
32,0.41150723825586905,0.37262311577796936,7.5e-05
33,0.4122941479234412,0.3778006434440613,7.5e-05
34,0.41228026092642606,0.3724174201488495,7.5e-05
35,0.41074814477769456,0.3774675130844116,7.5e-05
36,0.41052612485271867,0.38733071088790894,7.5e-05
37,0.4108941634692768,0.38246452808380127,3.75e-05
38,0.4108184655704121,0.38241854310035706,3.75e-05
39,0.4099631675399176,0.38437798619270325,3.75e-05
40,0.4079278527510048,0.38527950644493103,3.75e-05
41,0.4080299080008327,0.38941964507102966,3.75e-05
42,0.40811030699474976,0.38967204093933105,3.75e-05
43,0.40806761088937815,0.39548933506011963,1.875e-05
44,0.4093557864722639,0.3932625651359558,1.875e-05
45,0.4079020879056194,0.3965327739715576,1.875e-05
