epoch,train_loss,val_loss,learning_rate
1,0.7475229661063393,0.39399364590644836,0.0003
2,0.6315369210620918,0.3660668432712555,0.0003
3,0.553246023041187,0.35016894340515137,0.0003
4,0.5143941452007482,0.3264451026916504,0.0003
5,0.4915711490234526,0.3242405354976654,0.0003
6,0.47566533324742083,0.3124721050262451,0.0003
7,0.4659786849918932,0.30447253584861755,0.0003
8,0.45927876293069064,0.3083488643169403,0.0003
9,0.4551015245442343,0.310506671667099,0.0003
10,0.4507250189781189,0.3118210732936859,0.0003
11,0.4477461909893716,0.3096017837524414,0.0003
12,0.4448818649986003,0.30959394574165344,0.0003
13,0.44189795969736456,0.3042167127132416,0.0003
14,0.43988290812709546,0.3100301921367645,0.0003
15,0.43753997789751187,0.3118402361869812,0.0003
16,0.43314465231234484,0.306201696395874,0.0003
17,0.43017809343810126,0.3100682199001312,0.0003
18,0.4285291138261852,0.30412501096725464,0.0003
19,0.4261954414962542,0.30610010027885437,0.0003
20,0.42216179453500424,0.3072125017642975,0.0003
21,0.42083978829997604,0.3098733723163605,0.0003
22,0.4184340049724768,0.30672532320022583,0.0003
23,0.41657970329322436,0.31589388847351074,0.0003
24,0.4137946783316017,0.31887581944465637,0.00015
25,0.4096922157424511,0.3178333640098572,0.00015
26,0.4096555845572217,0.3230152726173401,0.00015
27,0.4086487839127531,0.3246169686317444,0.00015
28,0.4077803451235932,0.32840394973754883,0.00015
29,0.4062806246894421,0.3254837095737457,0.00015
30,0.40578277866439066,0.32982686161994934,7.5e-05
31,0.40376389587279593,0.33256450295448303,7.5e-05
32,0.4028499197251726,0.3316800594329834,7.5e-05
33,0.4023751483695342,0.3307388424873352,7.5e-05
34,0.4028978220897146,0.33379364013671875,7.5e-05
35,0.4029142853647175,0.33448562026023865,7.5e-05
36,0.4011368208592481,0.33442938327789307,3.75e-05
37,0.40018649768121173,0.33301040530204773,3.75e-05
38,0.40127201688171615,0.3330955505371094,3.75e-05
