epoch,train_loss,val_loss,learning_rate
1,0.7731028039856712,0.4131757616996765,0.0003
2,0.6550581089340815,0.4169599711894989,0.0003
3,0.5722903780417867,0.4107924699783325,0.0003
4,0.5208760921907897,0.3932788372039795,0.0003
5,0.4940515626775156,0.38114413619041443,0.0003
6,0.47869042004689133,0.3729707896709442,0.0003
7,0.4690791421597547,0.35046273469924927,0.0003
8,0.46027403715813514,0.34485289454460144,0.0003
9,0.45801130055200934,0.3448801338672638,0.0003
10,0.4526025806323136,0.3387206792831421,0.0003
11,0.4498911756690186,0.34228089451789856,0.0003
12,0.44537147584528025,0.33120089769363403,0.0003
13,0.44494630971757493,0.33979958295822144,0.0003
14,0.44312920753318485,0.33086493611335754,0.0003
15,0.44122000053377436,0.3278172016143799,0.0003
16,0.4371863627197719,0.33483949303627014,0.0003
17,0.43512816092755535,0.3213767409324646,0.0003
18,0.43251980767391696,0.3248303234577179,0.0003
19,0.4322584551749843,0.32582733035087585,0.0003
20,0.42791819897028477,0.3193453550338745,0.0003
21,0.4267520276036593,0.31789642572402954,0.0003
22,0.4239090129290477,0.3151390254497528,0.0003
23,0.4209018007363423,0.3164156973361969,0.0003
24,0.41910776289382784,0.31630489230155945,0.0003
25,0.4170704687585925,0.3162284791469574,0.0003
26,0.4155588468702713,0.3172065019607544,0.0003
27,0.4135789511227372,0.3156985938549042,0.0003
28,0.41221570496511933,0.3227004110813141,0.00015
29,0.41125239830205934,0.31553182005882263,0.00015
30,0.4081925372085949,0.3224567174911499,0.00015
31,0.40852709453884917,0.31865257024765015,0.00015
32,0.4071644541650715,0.3220101296901703,0.00015
33,0.40522315508068196,0.3252893388271332,0.00015
34,0.40599733089456463,0.32798242568969727,7.5e-05
35,0.4031168237180993,0.32902827858924866,7.5e-05
36,0.4034560122112236,0.32641729712486267,7.5e-05
37,0.4030917331133739,0.33510714769363403,7.5e-05
38,0.40172203017933533,0.33802077174186707,7.5e-05
39,0.4016019769824377,0.34087935090065,7.5e-05
40,0.40111985389548954,0.34384283423423767,3.75e-05
41,0.40067349448062406,0.34545204043388367,3.75e-05
42,0.4003314192932431,0.3476366698741913,3.75e-05
