epoch,train_loss,val_loss,learning_rate
1,0.7559838216434154,0.6084352731704712,0.0003
2,0.7168510833451914,0.5778877139091492,0.0003
3,0.6914877175360687,0.5557398200035095,0.0003
4,0.6659208425255709,0.5366299152374268,0.0003
5,0.6381158874940502,0.5173675417900085,0.0003
6,0.6116204400395238,0.49939924478530884,0.0003
7,0.5849894975969033,0.482014536857605,0.0003
8,0.5625724810962529,0.47087839245796204,0.0003
9,0.5409379023914189,0.4630638360977173,0.0003
10,0.5235343580098115,0.447828084230423,0.0003
11,0.5085683677547662,0.4437398910522461,0.0003
12,0.49548429435537766,0.4433671534061432,0.0003
13,0.48590121458667196,0.4414964020252228,0.0003
14,0.48103301608285237,0.4378756582736969,0.0003
15,0.4754456503446712,0.43473219871520996,0.0003
16,0.4677652531816054,0.43303224444389343,0.0003
17,0.4632983653582344,0.4383937120437622,0.0003
18,0.46031076270480487,0.4398007094860077,0.0003
19,0.45466813306475795,0.4372822940349579,0.0003
20,0.45240017171053926,0.4370289146900177,0.0003
21,0.447391059047492,0.43626150488853455,0.0003
22,0.44558964288511943,0.4352424740791321,0.00015
23,0.4447922152142192,0.43678849935531616,0.00015
24,0.4430192101371381,0.435417115688324,0.00015
25,0.44310469983160033,0.4349178373813629,0.00015
26,0.4395856325940568,0.4358399510383606,0.00015
27,0.4388306131658628,0.4358190894126892,0.00015
28,0.43727542101874833,0.43530282378196716,7.5e-05
29,0.43622119251147723,0.43600723147392273,7.5e-05
30,0.43583885343499884,0.4370136857032776,7.5e-05
31,0.43575758850851726,0.4375455677509308,7.5e-05
32,0.43466847534327546,0.4380764961242676,7.5e-05
33,0.4360516170660655,0.4373621940612793,7.5e-05
34,0.43613486812096236,0.43487629294395447,3.75e-05
35,0.43335167913473854,0.4346576929092407,3.75e-05
36,0.4325196498124174,0.4350365400314331,3.75e-05
