epoch,train_loss,val_loss,learning_rate
1,0.7711151714372163,0.40625277161598206,0.0003
2,0.6611205410249162,0.4060509204864502,0.0003
3,0.5828491921472078,0.38242003321647644,0.0003
4,0.5312116234609396,0.38121891021728516,0.0003
5,0.5006279349327087,0.37926527857780457,0.0003
6,0.48493528926726615,0.45608118176460266,0.0003
7,0.47132148128924983,0.5036541819572449,0.0003
8,0.46400548650486634,0.4612792134284973,0.0003
9,0.45781560197915183,0.47864678502082825,0.0003
10,0.45436162789269247,0.45866498351097107,0.0003
11,0.4512875856149315,0.4636268615722656,0.00015
12,0.44797059598535593,0.4688552916049957,0.00015
13,0.4476052245291153,0.4605211019515991,0.00015
14,0.4444149021464999,0.47183093428611755,0.00015
15,0.44452030174803026,0.4741973280906677,0.00015
16,0.4428330683472133,0.46368417143821716,0.00015
17,0.4433791708238054,0.4438568651676178,7.5e-05
18,0.4412132684547122,0.45086443424224854,7.5e-05
19,0.43954357357308416,0.44567155838012695,7.5e-05
20,0.4391561481032041,0.4454905688762665,7.5e-05
21,0.4388197324063518,0.46044862270355225,7.5e-05
22,0.43810168469306265,0.4416200518608093,7.5e-05
23,0.43682217066830925,0.4447440505027771,3.75e-05
24,0.4374461088440206,0.4381278157234192,3.75e-05
25,0.4359410812359045,0.45389872789382935,3.75e-05
