epoch,train_loss,val_loss,learning_rate
1,0.6188767198288795,0.6001526117324829,0.001
2,0.47761793773953276,0.5631065964698792,0.001
3,0.44669175384068255,0.7573179602622986,0.001
4,0.427064592885499,0.7674596309661865,0.001
5,0.41165172699654456,0.8570584654808044,0.001
6,0.3971208953621364,1.0279537439346313,0.001
7,0.3870306572701671,0.9604265093803406,0.001
8,0.378275864490188,0.9553396105766296,0.0005
9,0.36413219630128085,1.0050526857376099,0.0005
10,0.35736833586551175,0.9918091297149658,0.0005
11,0.35351478109265316,0.8953812718391418,0.0005
12,0.34770622613406416,1.0948444604873657,0.0005
13,0.34313652391480925,0.9286580681800842,0.0005
14,0.33719902788058365,1.0777912139892578,0.00025
15,0.33337991101907033,1.1993225812911987,0.00025
16,0.3286232036529201,1.1095142364501953,0.00025
17,0.32375034512859757,1.153769850730896,0.00025
18,0.3244339097844492,1.1183338165283203,0.00025
19,0.32070238430901327,1.1629862785339355,0.00025
20,0.319302490442106,1.11404287815094,0.000125
21,0.3153571004029548,1.1616419553756714,0.000125
22,0.3162321439473936,1.1100399494171143,0.000125
