epoch,train_loss,val_loss,learning_rate
1,0.6148167577120337,0.5628426671028137,0.001
2,0.474113259280082,0.5496843457221985,0.001
3,0.44642367457399273,0.7413588166236877,0.001
4,0.43120928241474793,0.5948236584663391,0.001
5,0.4141138794988689,0.7442452311515808,0.001
6,0.40218016062632644,0.8848824501037598,0.001
7,0.389928797979166,0.9419332146644592,0.001
8,0.37957281936513315,0.8579677939414978,0.0005
9,0.36626111280800094,0.9134225249290466,0.0005
10,0.3606161672880154,0.9161266088485718,0.0005
11,0.3539813851365949,0.995834469795227,0.0005
12,0.34684646306651656,0.9703169465065002,0.0005
13,0.3424529424398252,0.943519115447998,0.0005
14,0.3370980189578368,1.0077543258666992,0.00025
15,0.33143849921698615,1.0150856971740723,0.00025
16,0.3267936101644346,1.0112580060958862,0.00025
17,0.3252249262710609,1.0175856351852417,0.00025
18,0.3222831593881739,1.0217221975326538,0.00025
19,0.31887211244885283,1.0074104070663452,0.00025
20,0.3190130060262019,1.0321414470672607,0.000125
21,0.31525800104188445,1.0042150020599365,0.000125
22,0.31561906621007635,1.0368883609771729,0.000125
