epoch,train_loss,val_loss,learning_rate
1,0.6255617011891733,0.5007832050323486,0.001
2,0.46862890549225383,0.6847953200340271,0.001
3,0.44472882564705196,0.6865289807319641,0.001
4,0.423348337706953,0.7962558269500732,0.001
5,0.4056797366921264,0.977279543876648,0.001
6,0.393298335004561,0.872299075126648,0.001
7,0.3827475648705322,1.0019429922103882,0.0005
8,0.37269551063528156,1.014894962310791,0.0005
9,0.3622209636291655,1.023752212524414,0.0005
10,0.35535268913401236,1.0162525177001953,0.0005
11,0.3502900187331851,1.1019436120986938,0.0005
12,0.34458620447923644,1.1387557983398438,0.0005
13,0.3380704787698123,1.0738208293914795,0.00025
14,0.33258815272019643,1.1703296899795532,0.00025
15,0.3302014617636652,1.07371187210083,0.00025
16,0.3268220640055024,1.155676245689392,0.00025
17,0.3237126974186095,1.1471511125564575,0.00025
18,0.32290743483175144,1.179004430770874,0.00025
19,0.3208226473024576,1.1745312213897705,0.000125
20,0.31852849137665024,1.2467031478881836,0.000125
21,0.3178010603578964,1.1992250680923462,0.000125
