epoch,train_loss,val_loss,learning_rate
1,0.7248714242794717,0.528274655342102,0.001
2,0.5820750016574712,0.4401629865169525,0.001
3,0.49058240421058597,0.44548189640045166,0.001
4,0.4531506914501042,0.4430963397026062,0.001
5,0.4375246220318846,0.43759244680404663,0.001
6,0.4273978448653406,0.4335000216960907,0.001
7,0.41875093967415566,0.450399249792099,0.001
8,0.41008637602939163,0.4263915419578552,0.001
9,0.40410389895587007,0.4274287223815918,0.001
10,0.3963556030924006,0.41563642024993896,0.001
11,0.3900410558364188,0.42096760869026184,0.001
12,0.38679668492124986,0.42647379636764526,0.001
13,0.38214090443396753,0.4341758191585541,0.001
14,0.37909943466038665,0.4399659037590027,0.001
15,0.37414743341216744,0.43481191992759705,0.001
16,0.37067004530004755,0.4339700937271118,0.0005
17,0.36967351339584176,0.44626155495643616,0.0005
18,0.3628615219463674,0.4872516393661499,0.0005
19,0.3592542865017588,0.4999708831310272,0.0005
20,0.35807903630788934,0.46278220415115356,0.0005
21,0.3553910541904065,0.46395784616470337,0.0005
22,0.3519383290017298,0.45381855964660645,0.00025
23,0.35126216074292976,0.45722582936286926,0.00025
24,0.34952626856722574,0.45799604058265686,0.00025
25,0.3489092186439869,0.4622977674007416,0.00025
26,0.3478533230548681,0.45686349272727966,0.00025
27,0.3468241837135581,0.45225831866264343,0.00025
28,0.3475545905819235,0.45483553409576416,0.000125
29,0.3443103499652803,0.45043349266052246,0.000125
30,0.34478127933287805,0.45763257145881653,0.000125
