epoch,train_loss,val_loss,learning_rate
1,0.7233229963354362,0.5342122912406921,0.001
2,0.5815305252407872,0.48719730973243713,0.001
3,0.49232781395431635,0.4515674412250519,0.001
4,0.4567250620949176,0.44767820835113525,0.001
5,0.4395600959312084,0.46309956908226013,0.001
6,0.4251962311046068,0.446473091840744,0.001
7,0.41607575291811033,0.45730504393577576,0.001
8,0.40940482602563016,0.44130992889404297,0.001
9,0.4042132898818615,0.4553425908088684,0.001
10,0.39613671034805537,0.4555817246437073,0.001
11,0.39318934082984924,0.42911794781684875,0.001
12,0.3863648832306381,0.48096299171447754,0.001
13,0.38254263581231585,0.48752087354660034,0.001
14,0.37841028437133906,0.4696918725967407,0.001
15,0.3752746829228808,0.4913967251777649,0.001
16,0.3715990144152974,0.47058776021003723,0.001
17,0.370202043952868,0.4809594750404358,0.0005
18,0.36590615700381673,0.4653846323490143,0.0005
19,0.35955919567928757,0.4777431786060333,0.0005
20,0.3578059054160303,0.4655299484729767,0.0005
21,0.3558880039887835,0.46422722935676575,0.0005
22,0.35470195911651436,0.4597637951374054,0.0005
23,0.35299827539643575,0.4598459303379059,0.00025
24,0.35018046188724133,0.46195316314697266,0.00025
25,0.35035307647645936,0.4763718843460083,0.00025
26,0.3507515372231949,0.4651004374027252,0.00025
27,0.3479642838008644,0.46749404072761536,0.00025
28,0.34614099504411683,0.47000667452812195,0.00025
29,0.34547629351763764,0.4593207836151123,0.000125
30,0.344878483881322,0.453951358795166,0.000125
31,0.34272911405378537,0.4695036709308624,0.000125
